t,T,s,i,o,c,h,l,v,n
1744045200000,1744048799999,HYPE,1h,10.603,11.476,11.51,10.6,944388.4,13328
1744048800000,1744052399999,HYPE,1h,11.479,11.114,11.623,10.923,1441452.1,16415
1744052400000,1744055999999,HYPE,1h,11.118,11.376,11.561,11.116,599630.73,8568
1744056000000,1744059599999,HYPE,1h,11.38,11.72,11.794,11.371,584679.26,8757
1744059600000,1744063199999,HYPE,1h,11.72,11.695,11.836,11.515,495328.56,7329
1744063200000,1744066799999,HYPE,1h,11.695,11.815,11.932,11.658,361008.33,6135
1744066800000,1744070399999,HYPE,1h,11.81,11.494,11.835,11.408,282786.62,6178
1744070400000,1744073999999,HYPE,1h,11.493,11.445,11.644,11.43,335346.52,7217
1744074000000,1744077599999,HYPE,1h,11.444,12.0,12.02,11.407,509498.51,9531
1744077600000,1744081199999,HYPE,1h,12.0,12.432,12.651,11.944,1573745.45,19896
1744081200000,1744084799999,HYPE,1h,12.438,12.39,12.703,12.192,842494.51,12901
1744084800000,1744088399999,HYPE,1h,12.388,12.36,12.543,12.329,397268.36,9037
1744088400000,1744091999999,HYPE,1h,12.36,11.935,12.369,11.868,617224.34,11635
1744092000000,1744095599999,HYPE,1h,11.936,11.928,11.987,11.782,387038.8,7586
1744095600000,1744099199999,HYPE,1h,11.926,11.998,12.031,11.816,272667.23,6682
1744099200000,1744102799999,HYPE,1h,11.997,11.9,12.0,11.7,276402.73,6463
1744102800000,1744106399999,HYPE,1h,11.9,11.802,11.975,11.786,260614.44,5786
1744106400000,1744109999999,HYPE,1h,11.802,12.0,12.007,11.787,403023.61,6845
1744110000000,1744113599999,HYPE,1h,12.0,12.21,12.253,11.902,848599.52,12623
1744113600000,1744117199999,HYPE,1h,12.211,12.211,12.292,12.155,452398.67,9514
1744117200000,1744120799999,HYPE,1h,12.211,12.109,12.31,11.96,506262.9,10153
1744120800000,1744124399999,HYPE,1h,12.104,11.587,12.257,11.574,704911.61,13268
1744124400000,1744127999999,HYPE,1h,11.587,11.577,11.699,11.487,673188.56,12097
1744128000000,1744131599999,HYPE,1h,11.576,11.074,11.577,11.02,1271794.24,19396
1744131600000,1744135199999,HYPE,1h,11.074,11.195,11.268,10.7,1076655.81,16021
1744135200000,1744138799999,HYPE,1h,11.195,11.283,11.356,11.029,410031.5,8088
1744138800000,1744142399999,HYPE,1h,11.28,11.246,11.319,10.931,947090.44,15185
1744142400000,1744145999999,HYPE,1h,11.246,11.304,11.433,11.206,559041.67,11382
1744146000000,1744149599999,HYPE,1h,11.307,11.2,11.361,11.062,342243.41,6012
1744149600000,1744153199999,HYPE,1h,11.202,11.163,11.202,10.982,254925.49,5458
1744153200000,1744156799999,HYPE,1h,11.166,11.22,11.243,11.087,159242.63,4101
1744156800000,1744160399999,HYPE,1h,11.221,11.604,11.79,11.078,774421.07,14102
1744160400000,1744163999999,HYPE,1h,11.603,12.04,12.052,11.119,1425221.47,21016
1744164000000,1744167599999,HYPE,1h,12.035,11.916,12.263,11.775,723516.31,12625
1744167600000,1744171199999,HYPE,1h,11.908,11.63,12.018,11.583,503678.2,8647
1744171200000,1744174799999,HYPE,1h,11.627,11.933,12.262,11.573,778559.86,13047
1744174800000,1744178399999,HYPE,1h,11.932,12.195,12.332,11.921,681552.29,11579
1744178400000,1744181999999,HYPE,1h,12.196,12.203,12.419,12.181,487551.85,7994
1744182000000,1744185599999,HYPE,1h,12.203,12.43,12.5,12.192,445422.72,8823
1744185600000,1744189199999,HYPE,1h,12.431,12.581,12.815,12.427,775497.59,14775
1744189200000,1744192799999,HYPE,1h,12.582,12.342,12.664,12.286,310408.97,8268
1744192800000,1744196399999,HYPE,1h,12.343,12.467,12.553,12.295,284228.58,7293
1744196400000,1744199999999,HYPE,1h,12.467,12.138,12.468,11.93,962818.93,19910
1744200000000,1744203599999,HYPE,1h,12.137,12.261,12.335,11.921,417996.37,10483
1744203600000,1744207199999,HYPE,1h,12.261,12.513,12.529,12.119,575243.89,11733
1744207200000,1744210799999,HYPE,1h,12.498,12.583,13.063,12.481,1872253.28,30558
1744210800000,1744214399999,HYPE,1h,12.58,12.92,13.081,12.574,853876.78,14942
1744214400000,1744217999999,HYPE,1h,12.915,13.006,13.141,12.745,681375.27,10999
1744218000000,1744221599999,HYPE,1h,13.006,14.166,14.419,12.737,3389514.08,42471
1744221600000,1744225199999,HYPE,1h,14.166,13.486,14.309,13.438,2841586.75,33841
1744225200000,1744228799999,HYPE,1h,13.486,13.886,13.892,13.475,679551.01,11537
1744228800000,1744232399999,HYPE,1h,13.884,14.028,14.044,13.654,481834.37,8270
1744232400000,1744235999999,HYPE,1h,14.028,14.07,14.226,13.862,689491.4,13749
1744236000000,1744239599999,HYPE,1h,14.071,13.92,14.139,13.909,321707.29,7675
1744239600000,1744243199999,HYPE,1h,13.919,13.57,13.942,13.5,292534.41,7243
1744243200000,1744246799999,HYPE,1h,13.57,13.556,13.738,13.365,414533.59,8312
1744246800000,1744250399999,HYPE,1h,13.555,13.596,13.716,13.425,376359.34,9045
1744250400000,1744253999999,HYPE,1h,13.594,13.775,13.913,13.549,375348.6,8993
1744254000000,1744257599999,HYPE,1h,13.775,13.361,13.817,13.246,674423.11,11608
1744257600000,1744261199999,HYPE,1h,13.361,13.457,13.538,13.221,375976.42,8128
1744261200000,1744264799999,HYPE,1h,13.46,13.466,13.628,13.407,258386.08,5953
1744264800000,1744268399999,HYPE,1h,13.467,13.583,13.588,13.387,197179.9,5269
1744268400000,1744271999999,HYPE,1h,13.583,13.823,13.835,13.55,357774.48,8372
1744272000000,1744275599999,HYPE,1h,13.823,13.879,13.949,13.706,314154.65,6327
1744275600000,1744279199999,HYPE,1h,13.879,14.119,14.128,13.871,392622.55,7461
1744279200000,1744282799999,HYPE,1h,14.119,14.374,14.384,14.015,543078.56,10508
1744282800000,1744286399999,HYPE,1h,14.374,14.148,14.45,13.931,626524.09,13485
1744286400000,1744289999999,HYPE,1h,14.141,13.718,14.5,13.662,1017867.64,16641
1744290000000,1744293599999,HYPE,1h,13.726,13.619,13.93,13.562,750523.79,14000
1744293600000,1744297199999,HYPE,1h,13.618,13.979,14.223,13.552,471585.33,11218
1744297200000,1744300799999,HYPE,1h,13.98,13.354,14.02,13.3,874336.73,16576
1744300800000,1744304399999,HYPE,1h,13.364,13.517,13.619,13.1,928686.95,18761
1744304400000,1744307999999,HYPE,1h,13.517,13.634,13.663,13.286,480181.27,12461
1744308000000,1744311599999,HYPE,1h,13.634,13.8,13.961,13.607,445871.49,12606
1744311600000,1744315199999,HYPE,1h,13.799,14.031,14.22,13.721,497523.92,11554
1744315200000,1744318799999,HYPE,1h,14.032,14.32,14.45,13.993,487045.34,12997
1744318800000,1744322399999,HYPE,1h,14.32,14.225,14.352,14.159,233450.41,5678
1744322400000,1744325999999,HYPE,1h,14.227,14.411,14.429,14.099,306706.05,7544
1744326000000,1744329599999,HYPE,1h,14.418,14.16,14.472,14.152,478430.28,10501
1744329600000,1744333199999,HYPE,1h,14.157,13.789,14.281,13.745,419194.68,9479
1744333200000,1744336799999,HYPE,1h,13.788,14.377,14.391,13.744,411526.3,9043
1744336800000,1744340399999,HYPE,1h,14.377,14.723,14.91,14.363,1101693.8,15793
1744340400000,1744343999999,HYPE,1h,14.728,14.934,14.993,14.692,597837.96,12168
1744344000000,1744347599999,HYPE,1h,14.93,15.148,15.148,14.834,559363.02,10350
1744347600000,1744351199999,HYPE,1h,15.148,15.005,15.246,14.967,508115.64,9896
1744351200000,1744354799999,HYPE,1h,15.006,15.282,15.282,14.955,339123.58,7923
1744354800000,1744358399999,HYPE,1h,15.282,15.349,15.523,15.24,581254.34,11166
1744358400000,1744361999999,HYPE,1h,15.35,15.234,15.35,15.049,448574.43,10083
1744362000000,1744365599999,HYPE,1h,15.235,15.369,15.47,15.038,301058.58,7166
1744365600000,1744369199999,HYPE,1h,15.376,15.122,15.473,15.104,427009.53,9597
1744369200000,1744372799999,HYPE,1h,15.122,14.865,15.237,14.865,277886.44,6545
1744372800000,1744376399999,HYPE,1h,14.871,14.964,15.045,14.796,422021.64,8107
1744376400000,1744379999999,HYPE,1h,14.959,15.181,15.362,14.908,433951.68,9855
1744380000000,1744383599999,HYPE,1h,15.184,14.961,15.25,14.785,563683.55,11188
1744383600000,1744387199999,HYPE,1h,14.967,15.026,15.085,14.822,395563.67,9516
1744387200000,1744390799999,HYPE,1h,15.027,15.263,15.532,14.961,613272.58,12983
1744390800000,1744394399999,HYPE,1h,15.263,15.639,15.742,15.238,655899.65,11886
1744394400000,1744397999999,HYPE,1h,15.639,15.512,15.778,15.501,643111.2,12978
1744398000000,1744401599999,HYPE,1h,15.513,15.743,15.836,15.471,566367.45,9494
1744401600000,1744405199999,HYPE,1h,15.743,15.873,16.0,15.702,386343.61,8453
1744405200000,1744408799999,HYPE,1h,15.872,15.781,16.009,15.467,809903.08,12341
1744408800000,1744412399999,HYPE,1h,15.778,15.907,16.006,15.584,544307.73,8906
1744412400000,1744415999999,HYPE,1h,15.903,15.673,15.903,15.567,464373.83,7855
1744416000000,1744419599999,HYPE,1h,15.671,15.424,15.671,15.327,334200.32,7404
1744419600000,1744423199999,HYPE,1h,15.423,15.353,15.443,15.129,432049.56,7161
1744423200000,1744426799999,HYPE,1h,15.349,15.186,15.504,15.186,222267.08,4776
1744426800000,1744430399999,HYPE,1h,15.197,15.305,15.532,15.168,161951.77,4058
1744430400000,1744433999999,HYPE,1h,15.303,15.497,15.515,15.12,135989.7,4188
1744434000000,1744437599999,HYPE,1h,15.482,15.381,15.574,15.302,184719.51,4567
1744437600000,1744441199999,HYPE,1h,15.385,15.836,15.864,15.375,274831.96,6466
1744441200000,1744444799999,HYPE,1h,15.838,15.804,15.916,15.697,163905.5,4702
1744444800000,1744448399999,HYPE,1h,15.809,15.838,15.966,15.775,157472.52,4667
1744448400000,1744451999999,HYPE,1h,15.837,15.69,15.862,15.583,252592.68,5513
1744452000000,1744455599999,HYPE,1h,15.689,15.629,15.743,15.572,82426.0,3575
1744455600000,1744459199999,HYPE,1h,15.628,15.506,15.652,15.472,197180.23,4526
1744459200000,1744462799999,HYPE,1h,15.504,15.39,15.516,15.222,495575.58,8525
1744462800000,1744466399999,HYPE,1h,15.401,15.87,15.972,15.389,463684.42,10243
1744466400000,1744469999999,HYPE,1h,15.859,15.819,16.309,15.784,1196934.99,16869
1744470000000,1744473599999,HYPE,1h,15.813,15.953,16.107,15.593,496581.56,11678
1744473600000,1744477199999,HYPE,1h,15.954,15.859,16.176,15.765,635821.38,9927
1744477200000,1744480799999,HYPE,1h,15.859,16.155,16.348,15.764,505646.96,10068
1744480800000,1744484399999,HYPE,1h,16.152,16.242,16.38,16.15,339855.03,7638
1744484400000,1744487999999,HYPE,1h,16.239,16.477,16.481,16.152,299984.75,6585
1744488000000,1744491599999,HYPE,1h,16.478,16.461,16.622,16.271,385926.72,8160
1744491600000,1744495199999,HYPE,1h,16.45,16.729,16.774,16.383,340849.53,8513
1744495200000,1744498799999,HYPE,1h,16.729,16.42,16.778,16.387,387917.19,9048
1744498800000,1744502399999,HYPE,1h,16.419,16.352,16.455,16.218,427219.67,10024
1744502400000,1744505999999,HYPE,1h,16.347,16.656,16.692,16.331,310498.28,8067
1744506000000,1744509599999,HYPE,1h,16.656,16.525,16.832,16.435,378957.8,9758
1744509600000,1744513199999,HYPE,1h,16.527,16.314,16.659,16.067,417728.13,10005
1744513200000,1744516799999,HYPE,1h,16.309,16.222,16.39,16.067,193406.17,6621
1744516800000,1744520399999,HYPE,1h,16.219,16.088,16.239,15.908,240067.25,6940
1744520400000,1744523999999,HYPE,1h,16.092,16.249,16.351,16.052,173195.1,4963
1744524000000,1744527599999,HYPE,1h,16.242,16.257,16.476,16.151,155061.78,4749
1744527600000,1744531199999,HYPE,1h,16.264,15.99,16.389,15.892,225259.55,5387
1744531200000,1744534799999,HYPE,1h,15.99,16.17,16.199,15.899,175033.4,5749
1744534800000,1744538399999,HYPE,1h,16.171,16.152,16.229,16.075,124098.76,3763
1744538400000,1744541999999,HYPE,1h,16.153,16.266,16.266,15.973,180169.76,5258
1744542000000,1744545599999,HYPE,1h,16.267,16.415,16.415,16.016,151881.17,5099
1744545600000,1744549199999,HYPE,1h,16.415,15.986,16.435,15.949,264377.26,7285
1744549200000,1744552799999,HYPE,1h,15.991,15.627,16.133,15.51,623606.17,10665
1744552800000,1744556399999,HYPE,1h,15.633,15.559,15.82,15.252,561438.55,10736
1744556400000,1744559999999,HYPE,1h,15.553,15.492,15.643,15.267,471099.57,10921
1744560000000,1744563599999,HYPE,1h,15.492,15.608,15.755,15.462,283548.16,9423
1744563600000,1744567199999,HYPE,1h,15.605,16.022,16.063,15.592,420321.91,10873
1744567200000,1744570799999,HYPE,1h,16.022,16.179,16.289,16.0,418350.19,10957
1744570800000,1744574399999,HYPE,1h,16.18,15.559,16.184,15.495,470746.81,11444
1744574400000,1744577999999,HYPE,1h,15.561,15.117,15.711,15.0,771761.72,15591
1744578000000,1744581599999,HYPE,1h,15.118,15.192,15.284,15.0,486093.33,11771
1744581600000,1744585199999,HYPE,1h,15.194,15.005,15.246,15.0,331492.07,8123
1744585200000,1744588799999,HYPE,1h,15.005,15.404,15.466,14.977,432752.25,9996
1744588800000,1744592399999,HYPE,1h,15.405,15.588,15.738,15.331,500835.22,10549
1744592400000,1744595999999,HYPE,1h,15.587,15.384,15.603,15.3,305621.27,7387
1744596000000,1744599599999,HYPE,1h,15.384,15.829,16.162,15.317,493448.49,10935
1744599600000,1744603199999,HYPE,1h,15.82,15.56,15.82,15.365,482168.74,12712
1744603200000,1744606799999,HYPE,1h,15.558,16.014,16.088,15.558,430476.89,12585
1744606800000,1744610399999,HYPE,1h,16.013,15.826,16.031,15.669,467579.14,10639
1744610400000,1744613999999,HYPE,1h,15.825,15.827,15.911,15.736,128051.9,5268
1744614000000,1744617599999,HYPE,1h,15.827,15.938,16.108,15.794,222496.18,8017
1744617600000,1744621199999,HYPE,1h,15.95,15.821,15.994,15.775,143398.17,5498
1744621200000,1744624799999,HYPE,1h,15.821,15.611,15.87,15.542,99553.37,4807
1744624800000,1744628399999,HYPE,1h,15.612,15.682,15.762,15.5,190376.42,6341
1744628400000,1744631999999,HYPE,1h,15.682,15.92,15.93,15.658,209881.7,6703
1744632000000,1744635599999,HYPE,1h,15.92,16.049,16.066,15.668,412695.07,10156
1744635600000,1744639199999,HYPE,1h,16.05,15.894,16.215,15.783,353108.67,10286
1744639200000,1744642799999,HYPE,1h,15.898,16.205,16.359,15.816,615057.55,12904
1744642800000,1744646399999,HYPE,1h,16.204,15.609,16.207,15.549,435102.58,13053
1744646400000,1744649999999,HYPE,1h,15.604,15.61,15.761,15.3,706777.41,13150
1744650000000,1744653599999,HYPE,1h,15.611,15.613,15.772,15.471,261367.59,7076
1744653600000,1744657199999,HYPE,1h,15.615,15.862,15.944,15.61,310089.94,8517
1744657200000,1744660799999,HYPE,1h,15.871,15.68,16.009,15.581,412919.39,8325
1744660800000,1744664399999,HYPE,1h,15.695,15.841,15.895,15.442,393557.48,7266
1744664400000,1744667999999,HYPE,1h,15.853,15.736,15.879,15.629,109220.9,4301
1744668000000,1744671599999,HYPE,1h,15.733,15.665,15.861,15.575,161961.7,4631
1744671600000,1744675199999,HYPE,1h,15.673,15.733,15.852,15.649,144360.74,3948
1744675200000,1744678799999,HYPE,1h,15.734,15.996,15.996,15.578,169262.63,4839
1744678800000,1744682399999,HYPE,1h,15.992,16.12,16.134,15.821,263660.39,6659
1744682400000,1744685999999,HYPE,1h,16.128,16.036,16.179,15.929,243873.33,5807
1744686000000,1744689599999,HYPE,1h,16.037,16.3,16.4,16.014,305139.15,7088
1744689600000,1744693199999,HYPE,1h,16.294,16.134,16.372,16.107,111270.6,4336
1744693200000,1744696799999,HYPE,1h,16.138,16.183,16.265,16.021,226639.74,6326
1744696800000,1744700399999,HYPE,1h,16.184,16.184,16.298,16.031,218470.8,5037
1744700400000,1744703999999,HYPE,1h,16.189,16.388,16.392,16.177,74299.83,2801
1744704000000,1744707599999,HYPE,1h,16.386,16.454,16.461,16.256,164653.63,4289
1744707600000,1744711199999,HYPE,1h,16.457,16.469,16.596,16.35,200065.75,5695
1744711200000,1744714799999,HYPE,1h,16.468,16.22,16.5,16.106,196530.49,5361
1744714800000,1744718399999,HYPE,1h,16.222,16.067,16.232,15.91,237820.59,5884
1744718400000,1744721999999,HYPE,1h,16.059,16.113,16.116,15.921,158191.51,5151
1744722000000,1744725599999,HYPE,1h,16.112,15.908,16.439,15.85,433035.74,9249
1744725600000,1744729199999,HYPE,1h,15.907,15.64,15.974,15.51,650273.03,14132
1744729200000,1744732799999,HYPE,1h,15.639,15.7,15.95,15.58,272403.51,7006
1744732800000,1744736399999,HYPE,1h,15.701,15.684,15.781,15.649,136766.11,4503
1744736400000,1744739999999,HYPE,1h,15.683,15.484,15.775,15.464,282621.41,5727
1744740000000,1744743599999,HYPE,1h,15.485,15.313,15.5,15.265,406942.58,10617
1744743600000,1744747199999,HYPE,1h,15.312,15.168,15.364,15.131,420533.49,10019
1744747200000,1744750799999,HYPE,1h,15.169,15.167,15.37,15.094,275667.04,7312
1744750800000,1744754399999,HYPE,1h,15.17,15.359,15.425,15.144,209837.58,5458
1744754400000,1744757999999,HYPE,1h,15.359,15.112,15.361,15.012,221108.37,5933
1744758000000,1744761599999,HYPE,1h,15.111,15.025,15.17,14.971,290278.8,6850
1744761600000,1744765199999,HYPE,1h,15.027,14.939,15.212,14.888,395004.48,10029
1744765200000,1744768799999,HYPE,1h,14.939,15.199,15.254,14.927,249299.57,6665
1744768800000,1744772399999,HYPE,1h,15.199,15.275,15.299,15.185,124485.74,3637
1744772400000,1744775999999,HYPE,1h,15.275,15.274,15.326,15.23,99504.26,3839
1744776000000,1744779599999,HYPE,1h,15.27,14.882,15.321,14.85,313027.94,7640
1744779600000,1744783199999,HYPE,1h,14.883,14.885,15.044,14.779,292318.89,8787
1744783200000,1744786799999,HYPE,1h,14.886,15.006,15.027,14.855,159555.3,4776
1744786800000,1744790399999,HYPE,1h,15.006,14.818,15.037,14.804,147676.56,4680
1744790400000,1744793999999,HYPE,1h,14.818,14.981,15.114,14.64,380859.8,8976
1744794000000,1744797599999,HYPE,1h,14.988,14.9,15.101,14.894,167562.65,4918
1744797600000,1744801199999,HYPE,1h,14.898,15.208,15.221,14.887,204048.26,6054
1744801200000,1744804799999,HYPE,1h,15.209,15.271,15.317,15.098,208399.49,5631
1744804800000,1744808399999,HYPE,1h,15.273,15.161,15.367,15.153,284917.23,7592
1744808400000,1744811999999,HYPE,1h,15.161,15.177,15.419,15.12,238320.12,6855
1744812000000,1744815599999,HYPE,1h,15.175,15.895,15.966,15.168,858716.96,15048
1744815600000,1744819199999,HYPE,1h,15.894,15.843,16.124,15.789,528654.68,11332
1744819200000,1744822799999,HYPE,1h,15.843,15.769,15.937,15.614,302621.7,7501
1744822800000,1744826399999,HYPE,1h,15.769,15.263,16.032,15.217,611126.36,12861
1744826400000,1744829999999,HYPE,1h,15.264,15.608,15.842,15.262,771210.32,14217
1744830000000,1744833599999,HYPE,1h,15.618,15.745,15.819,15.322,449233.41,9162
1744833600000,1744837199999,HYPE,1h,15.746,15.856,16.162,15.729,608930.63,11133
1744837200000,1744840799999,HYPE,1h,15.856,16.13,16.175,15.824,445468.6,8665
1744840800000,1744844399999,HYPE,1h,16.13,16.168,16.248,16.095,251769.73,7186
1744844400000,1744847999999,HYPE,1h,16.17,15.737,16.204,15.682,451270.09,10586
1744848000000,1744851599999,HYPE,1h,15.737,15.991,15.995,15.573,355586.85,8064
1744851600000,1744855199999,HYPE,1h,15.994,16.031,16.184,15.919,304756.85,7676
1744855200000,1744858799999,HYPE,1h,16.032,15.87,16.036,15.729,192656.55,5882
1744858800000,1744862399999,HYPE,1h,15.877,15.618,15.974,15.483,317043.06,8167
1744862400000,1744865999999,HYPE,1h,15.618,15.86,15.89,15.576,166585.56,5329
1744866000000,1744869599999,HYPE,1h,15.865,16.112,16.139,15.863,163756.91,6621
1744869600000,1744873199999,HYPE,1h,16.119,16.336,16.345,16.066,279878.81,7194
1744873200000,1744876799999,HYPE,1h,16.335,16.442,16.562,16.231,644750.31,8902
1744876800000,1744880399999,HYPE,1h,16.442,16.391,16.588,16.312,249978.87,5521
1744880400000,1744883999999,HYPE,1h,16.392,16.441,16.48,16.25,225951.3,6106
1744884000000,1744887599999,HYPE,1h,16.442,16.429,16.528,16.303,165964.89,4721
1744887600000,1744891199999,HYPE,1h,16.432,16.588,16.75,16.324,393762.08,7543
1744891200000,1744894799999,HYPE,1h,16.587,16.736,16.75,16.505,301408.08,7314
1744894800000,1744898399999,HYPE,1h,16.736,16.502,16.737,16.353,336233.59,9214
1744898400000,1744901999999,HYPE,1h,16.501,16.171,16.512,15.927,604104.83,14043
1744902000000,1744905599999,HYPE,1h,16.17,16.52,16.534,16.134,392776.65,10980
1744905600000,1744909199999,HYPE,1h,16.521,16.558,16.71,16.436,449204.54,10940
1744909200000,1744912799999,HYPE,1h,16.556,16.72,16.773,16.545,316441.2,8216
1744912800000,1744916399999,HYPE,1h,16.725,16.692,17.0,16.679,865502.92,14931
1744916400000,1744919999999,HYPE,1h,16.692,16.529,16.813,16.287,729826.18,14897
1744920000000,1744923599999,HYPE,1h,16.519,16.841,16.944,16.501,636957.08,11579
1744923600000,1744927199999,HYPE,1h,16.842,17.048,17.083,16.621,525912.57,10255
1744927200000,1744930799999,HYPE,1h,17.048,16.936,17.079,16.864,369750.15,8165
1744930800000,1744934399999,HYPE,1h,16.937,17.149,17.226,16.809,610976.13,12585
1744934400000,1744937999999,HYPE,1h,17.148,16.876,17.213,16.8,601175.23,11374
1744938000000,1744941599999,HYPE,1h,16.877,17.109,17.198,16.814,247429.36,6781
1744941600000,1744945199999,HYPE,1h,17.109,17.228,17.44,16.926,478462.16,10870
1744945200000,1744948799999,HYPE,1h,17.229,17.127,17.324,16.972,347489.41,9348
1744948800000,1744952399999,HYPE,1h,17.125,16.924,17.146,16.823,263427.16,7022
1744952400000,1744955999999,HYPE,1h,16.928,16.987,16.987,16.666,263963.56,6250
1744956000000,1744959599999,HYPE,1h,16.987,17.117,17.135,16.935,249352.93,6961
1744959600000,1744963199999,HYPE,1h,17.118,16.961,17.179,16.839,249774.6,7937
1744963200000,1744966799999,HYPE,1h,16.962,16.856,17.067,16.85,97311.76,4826
